,USB Connect,,,,,,,,,,,,,,,,,,,,,,,,,USB Disconnect,,,,,,,,,,,,,,,,,,,,,,,,,filecopy,,,,,,,,,,,,,,,,,,,,,,,,,logon,,,,,,,,,,,,,,,,,,,,,,,,,logoff,,,,,,,,,,,,,,,,,,,,,,,
PDH0716,0,0,0,0,0,0,4,4,4,1,1,1,3,3,3,1,1,1,0,0,0,0,0,0,PDH0716,0,0,0,0,0,0,4,4,4,1,1,1,3,3,3,1,1,1,0,0,0,0,0,0,PDH0716,0,0,0,0,0,0,12,12,12,2,2,2,12,12,12,2,2,2,0,0,0,0,0,0,PDH0716,0,0,0,0,0,0,3,2,1,1,0,0,2,2,1,1,1,0,0,0,0,0,0,0,PDH0716,0,0,0,0,0,0,1,1,0,1,1,0,2,1,1,1,0,0,0,1,1,0,1,1
ONL0276,0,0,0,0,0,0,0,0,3,0,0,1,0,0,3,0,0,1,0,0,1,0,0,1,ONL0276,0,0,0,0,0,0,0,0,3,0,0,1,0,0,3,0,0,1,0,0,1,0,0,1,ONL0276,0,0,0,0,0,0,0,0,8,0,0,1,0,0,10,0,0,1,0,0,0,0,0,0,ONL0276,0,0,0,0,0,0,1,1,1,1,0,0,0,0,2,0,0,1,0,0,1,0,0,1,ONL0276,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0,1,1
MBJ0312,0,0,0,0,0,0,5,5,3,2,2,1,5,5,5,1,1,1,0,0,0,0,0,0,MBJ0312,0,0,0,0,0,0,5,5,3,1,1,0,5,5,5,1,1,1,0,0,0,0,0,0,MBJ0312,0,0,0,0,0,0,10,10,6,1,1,0,9,9,9,1,1,1,0,0,0,0,0,0,MBJ0312,0,0,0,0,0,0,3,2,1,1,0,0,2,2,1,1,1,0,0,0,0,0,0,0,MBJ0312,0,0,0,0,0,0,1,1,0,1,1,0,2,1,0,1,0,0,0,0,0,0,0,0
DRR0242,0,0,0,0,0,0,0,0,1.25,0,0,1,0,0,0.5,0,0,0.25,0,0,0,0,0,0,DRR0242,0,0,0,0,0,0,0,0,1.25,0,0,1,0,0,0.5,0,0,0.25,0,0,0.25,0,0,0.25,DRR0242,0,0,0,0,0,0,0,0,5.75,0,0,1,0,0,1.25,0,0,0.25,0,0,0,0,0,0,DRR0242,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,DRR0242,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0.25,1,0,0
AJH0175,0,0,0,0,0,0,3,3,1,1,1,0,3,3,3,1,1,1,0,0,0,0,0,0,AJH0175,0,0,0,0,0,0,3,3,1,1,1,0,3,3,3,1,1,1,0,0,0,0,0,0,AJH0175,0,0,0,0,0,0,8,8,4,1,1,0,9,9,9,1,1,1,0,0,0,0,0,0,AJH0175,1,1,1,1,1,1,2,1,0,1,0,0,1,1,0,1,1,0,1,1,1,1,1,1,AJH0175,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,0,0,1,1,1,1,1,1
DVW0103,0,0,0,0,0,0,0,0,1.5,0,0,1,0,0,1.5,0,0,0.5,0,0,0,0,0,0,DVW0103,0,0,0,0,0,0,0,0,1.5,0,0,1,0,0,1.5,0,0,0.5,0,0,0,0,0,0,DVW0103,0,0,0,0,0,0,0,0,3.5,0,0,0.5,0,0,4,0,0,0.5,0,0,0,0,0,0,DVW0103,0,0,0,0,0,0,1,0,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DVW0103,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0,1,1
KBG0549,0,0,0,0,0,0,2,2,2,1,1,1,2,2,2,1,1,1,0,0,0,0,0,0,KBG0549,0,0,0,0,0,0,2,2,2,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,KBG0549,0,0,0,0,0,0,9,9,9,1,1,1,12,12,12,4,4,4,1,1,1,1,1,1,KBG0549,0,0,0,0,0,0,3,1,1,1,0,0,2,1,1,1,0,0,0,0,0,0,0,0,KBG0549,0,0,0,0,0,0,1,1,0,1,1,0,2,1,1,1,0,0,2,2,1,1,1,0
BAH0875,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,BAH0875,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,BAH0875,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,BAH0875,1,1,1,1,1,1,2,1,0,1,0,0,1,1,0,1,1,0,1,1,1,1,1,1,BAH0875,1,1,1,1,1,1,2,2,1,1,1,0,2,1,0,1,0,0,1,1,1,1,1,1
JAV0361,0,0,1,0,0,0.25,0,0,1,0,0,0.25,0,0,0.75,0,0,0.25,0,0,2.5,0,0,1,JAV0361,0,0,1,0,0,0.25,0,0,0.75,0,0,0.25,0,0,0.75,0,0,0.25,0,0,2.5,0,0,1,JAV0361,0,0,4,0,0,0.25,0,0,3.5,0,0,0.25,0,0,3,0,0,0.25,0,0,6.5,0,0,2.25,JAV0361,4,0,1,1,0,0,5,1,0,1,0,0,2,1,1,1,0,0,4,1,1,1,0,0,JAV0361,4,0,1,1,0,0,4,1,0.75,1,0,0,3,0,1,1,0,0,4,1,1,1,0,0
COM0321,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,COM0321,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,COM0321,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,COM0321,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,COM0321,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0
CCC0393,0,0,0,0,0,0,0,0,1.25,0,0,1,0,0,0.5,0,0,0.25,0,0,0,0,0,0,CCC0393,0,0,0,0,0,0,0,0,1.25,0,0,1,0,0,0.5,0,0,0.25,0,0,0.25,0,0,0.25,CCC0393,0,0,0,0,0,0,0,0,5.75,0,0,1,0,0,1.25,0,0,0.25,0,0,0,0,0,0,CCC0393,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,CCC0393,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,1,1,0,0.25,1,0,0
BMC0547,0,0,0,0,0,0,0,0,2,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,BMC0547,0,0,0,0,0,0,0,0,2,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,BMC0547,0,0,0,0,0,0,0,0,7.75,0,0,1,0,0,8,0,0,1.75,0,0,0,0,0,0,BMC0547,0,0,0.75,0,0,0.75,1,1,2,1,0,0,0,1,2,0,1,1,0,0,0.75,0,0,0.75,BMC0547,0,0,0.75,0,0,0.75,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0.75,1,0,0
SVS0871,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,SVS0871,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,SVS0871,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,SVS0871,0,0,0,0,0,0,3,2,1,1,0,0,2,2,1,1,1,0,0,0,0,0,0,0,SVS0871,0,0,0,0,0,0,1,1,0,1,1,0,2,1,0,1,0,0,0,0,0,0,0,0
MPT0376,0,0,0,0,0,0,3,3,3,1,1,1,3,3,3,1,1,1,0,0,0,0,0,0,MPT0376,0,0,0,0,0,0,3,3,3,1,1,1,3,3,3,1,1,1,0,0,0,0,0,0,MPT0376,0,0,0,0,0,0,11,11,11,1,1,1,12,12,12,2,2,2,0,0,0,0,0,0,MPT0376,0,0,0,0,0,0,3,2,1,1,0,0,2,2,1,1,1,0,0,0,0,0,0,0,MPT0376,0,0,0,0,0,0,1,1,1,1,1,1,2,1,1,1,0,0,0,0,1,0,0,1
CQH0701,0,0,0,0,0,0,3,3,3,1,1,1,2,2,2,1,1,1,0,0,0,0,0,0,CQH0701,0,0,0,0,0,0,3,3,3,1,1,1,2,2,2,1,1,1,0,0,0,0,0,0,CQH0701,0,0,0,0,0,0,8,8,8,2,2,2,8,8,8,1,1,1,0,0,0,0,0,0,CQH0701,0,0,0,0,0,0,2,1,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,CQH0701,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0,1,1
HDS0367,4,4,3,1,1,0.75,5,5,4,1,1,0.75,4,4,3.25,1,1,0.75,4,4,1.5,1,1,0,HDS0367,4,4,3,1,1,0.75,5,5,4.25,1,1,0.75,4,4,3.25,1,1,0.75,4,4,1.5,1,1,0,HDS0367,23,23,19,8,8,7.75,14,14,10.5,1,1,0.75,17,17,14,1,1,0.75,24,24,17.5,9,9,6.75,HDS0367,4,0,1,1,0,0,4,0,1,1,0,0,5,2,2,1,0,0,4,1,1,1,0,0,HDS0367,4,0,1,1,0,0,4,1,0.75,1,0,0,4,1,0,1,0,0,4,1,1,1,0,0
KNG0672,0,0,0,0,0,0,0,0,2,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,KNG0672,0,0,0,0,0,0,0,0,2,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,KNG0672,0,0,0,0,0,0,0,0,7.75,0,0,1,0,0,8,0,0,1.75,0,0,0,0,0,0,KNG0672,0,0,0.75,0,0,0.75,1,1,2,1,0,0,0,1,2,0,1,1,0,0,0.75,0,0,0.75,KNG0672,0,0,0.75,0,0,0.75,0,0,1,0,0,1,1,0,0,1,0,0,0,1,1.75,0,1,1
NNA0610,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NNA0610,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NNA0610,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NNA0610,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,NNA0610,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0
KQS0415,0,0,0,0,0,0,0,0,1.5,0,0,1,0,0,1.5,0,0,0.5,0,0,0,0,0,0,KQS0415,0,0,0,0,0,0,0,0,1.5,0,0,1,0,0,1.5,0,0,0.5,0,0,0,0,0,0,KQS0415,0,0,0,0,0,0,0,0,3.5,0,0,0.5,0,0,4,0,0,0.5,0,0,0,0,0,0,KQS0415,0,0,0,0,0,0,1,0,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KQS0415,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0
EGD0132,0,0,0,0,0,0,3,3,3,1,1,1,8,8,8,1,1,1,0,0,0,0,0,0,EGD0132,0,0,0,0,0,0,3,3,3,1,1,1,8,8,8,1,1,1,1,1,1,1,1,1,EGD0132,0,0,0,0,0,0,5,5,5,1,1,1,7,7,7,1,1,1,0,0,0,0,0,0,EGD0132,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,EGD0132,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0
VTT0385,0,0,0,0,0,0,9,9,9,4,4,4,9,9,9,4,4,4,0,0,0,0,0,0,VTT0385,0,0,0,0,0,0,9,9,9,4,4,4,9,9,9,4,4,4,0,0,0,0,0,0,VTT0385,0,0,0,0,0,0,5,5,5,1,1,1,4,4,4,1,1,1,0,0,0,0,0,0,VTT0385,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,VTT0385,0,0,0,0,0,0,1,1,0,1,1,0,2,1,1,1,0,0,0,0,1,0,0,1
ASG0692,0,0,0,0,0,0,0,0,3,0,0,1,0,0,3,0,0,1,0,0,1,0,0,1,ASG0692,0,0,0,0,0,0,0,0,3,0,0,1,0,0,3,0,0,1,0,0,1,0,0,1,ASG0692,0,0,0,0,0,0,0,0,8,0,0,1,0,0,10,0,0,1,0,0,0,0,0,0,ASG0692,0,0,0,0,0,0,1,1,1,1,0,0,0,0,2,0,0,1,0,0,1,0,0,1,ASG0692,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,1,1,0,0,1,0,0
WPR0368,0,0,1,0,0,0.25,0,0,1,0,0,0.25,0,0,0.75,0,0,0.25,0,0,2.5,0,0,1,WPR0368,0,0,1,0,0,0.25,0,0,0.75,0,0,0.25,0,0,0.75,0,0,0.25,0,0,2.5,0,0,1,WPR0368,0,0,4,0,0,0.25,0,0,3.5,0,0,0.25,0,0,3,0,0,0.25,0,0,6.5,0,0,2.25,WPR0368,5,1,0,1,0,0,5,1,0,1,0,0,3,0,0,1,0,0,4,1,1,1,0,0,WPR0368,5,1,0,1,0,0,4,1,0.75,1,0,0,4,1,0,1,0,0,4,1,1,1,0,0
HAV0121,0,0,0,0,0,0,0,0,3.5,0,0,1,0,0,3.5,0,0,1,0,0,3.5,0,0,1,HAV0121,0,0,0,0,0,0,0,0,3.5,0,0,1,0,0,3.5,0,0,1,0,0,3.5,0,0,1,HAV0121,0,0,0,0,0,0,0,0,5,0,0,1,0,0,6.5,0,0,1,0,0,4.5,0,0,1,HAV0121,0,0,0,0,0,0,1,1,1,1,0,0,0,1,2,0,1,1,0,0,1,0,0,1,HAV0121,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,1,0,0
TSR0676,0,0,0,0,0,0,4,4,4,1,1,1,3,3,3,1,1,1,0,0,0,0,0,0,TSR0676,0,0,0,0,0,0,4,4,4,1,1,1,3,3,3,1,1,1,0,0,0,0,0,0,TSR0676,0,0,0,0,0,0,7,7,7,1,1,1,9,9,9,1,1,1,0,0,0,0,0,0,TSR0676,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,TSR0676,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1
KCS0173,0,0,0,0,0,0,3,3,1,1,1,0,3,3,3,1,1,1,0,0,0,0,0,0,KCS0173,0,0,0,0,0,0,3,3,1,1,1,0,3,3,3,1,1,1,0,0,0,0,0,0,KCS0173,0,0,0,0,0,0,6,6,2,1,1,0,7,7,7,1,1,1,0,0,0,0,0,0,KCS0173,0,0,0,0,0,0,3,2,1,1,0,0,2,2,1,1,1,0,0,0,0,0,0,0,KCS0173,0,0,0,0,0,0,1,1,0,1,1,0,2,1,0,1,0,0,0,0,0,0,0,0
CCA0046,4,4,3,1,1,0.75,4,4,3,1,1,0.75,5,5,4.25,1,1,0.75,5,5,2.5,1,1,0,CCA0046,4,4,3,1,1,0.75,4,4,3.25,1,1,0.75,5,5,4.25,1,1,0.75,5,5,2.5,1,1,0,CCA0046,16,16,12,9,9,8.75,15,15,11.5,1,1,0.75,20,20,17,2,2,1.75,22,22,15.5,7,7,4.75,CCA0046,4,0,1,1,0,0,4,0,1,1,0,0,3,0,0,1,0,0,5,0,0,1,0,0,CCA0046,4,0,1,1,0,0,3,0,0.25,1,0,0,4,1,0,1,0,0,5,0,0,1,0,0
PMV0850,0,0,0,0,0,0,3,3,3,1,1,1,3,3,3,1,1,1,2,2,2,1,1,1,PMV0850,0,0,0,0,0,0,3,3,3,1,1,1,3,3,3,1,1,1,2,2,2,1,1,1,PMV0850,0,0,0,0,0,0,8,8,8,1,1,1,9,9,9,1,1,1,8,8,8,1,1,1,PMV0850,0,0,0,0,0,0,2,1,0,1,0,0,2,2,1,1,1,0,1,1,1,1,1,1,PMV0850,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,1,0,0,2,1,1,1,0,0
MIC0726,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,MIC0726,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,MIC0726,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,MIC0726,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,MIC0726,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0
SDO0170,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,SDO0170,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,SDO0170,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,SDO0170,0,0,0,0,0,0,2,1,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,SDO0170,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0
SOF0808,0,0,0,0,0,0,0,0,1.25,0,0,1,0,0,0.5,0,0,0.25,0,0,0,0,0,0,SOF0808,0,0,0,0,0,0,0,0,1.25,0,0,1,0,0,0.5,0,0,0.25,0,0,0.25,0,0,0.25,SOF0808,0,0,0,0,0,0,0,0,5.75,0,0,1,0,0,1.25,0,0,0.25,0,0,0,0,0,0,SOF0808,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,SOF0808,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,1,1,0,0.25,1,0,0
SGM0021,0,0,0,0,0,0,5,5,5,2,2,2,5,5,5,1,1,1,0,0,0,0,0,0,SGM0021,0,0,0,0,0,0,5,5,5,2,2,2,5,5,5,1,1,1,0,0,0,0,0,0,SGM0021,0,0,0,0,0,0,14,14,14,2,2,2,12,12,12,2,2,2,0,0,0,0,0,0,SGM0021,0,0,0,0,0,0,2,1,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,SGM0021,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1
FBA0348,0,0,0,0,0,0,0,0,2,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,FBA0348,0,0,0,0,0,0,0,0,2,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,FBA0348,0,0,0,0,0,0,0,0,6.75,0,0,1,0,0,7,0,0,1,0,0,0,0,0,0,FBA0348,0,0,0,0,0,0,1,0,1.25,1,0,0,0,0.5,1.25,0,0.5,1,1,1,1,1,1,1,FBA0348,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0.25,1,0,0,1,1,0,1,1,0
IKR0401,0,0,0,0,0,0,3,3,3,1,1,1,7,7,7,1,1,1,2,2,2,1,1,1,IKR0401,0,0,0,0,0,0,3,3,3,1,1,1,7,7,7,1,1,1,2,2,2,1,1,1,IKR0401,0,0,0,0,0,0,5,5,5,1,1,1,5,5,5,1,1,1,5,5,5,1,1,1,IKR0401,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,IKR0401,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,1,0,0
EMS0317,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,EMS0317,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,EMS0317,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,EMS0317,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,EMS0317,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0
FTM0406,8,8,8,8,8,8,1,1,0.5,1,1,0,0,0,1.5,0,0,0.5,8,8,8,8,8,8,FTM0406,8,8,8,8,8,8,1,1,0.5,1,1,0,0,0,1.5,0,0,0.5,8,8,8,8,8,8,FTM0406,0,0,0,0,0,0,0,0,3.5,0,0,0.5,0,0,4,0,0,0.5,20,20,20,20,20,20,FTM0406,1,1,1,1,1,1,1,0,0.5,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,FTM0406,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0
RAR0725,0,0,0,0,0,0,4,4,4,1,1,1,5,5,5,1,1,1,0,0,0,0,0,0,RAR0725,0,0,0,0,0,0,4,4,4,1,1,1,5,5,5,1,1,1,0,0,0,0,0,0,RAR0725,0,0,0,0,0,0,5,5,5,1,1,1,6,6,6,1,1,1,0,0,0,0,0,0,RAR0725,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,RAR0725,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0,1,1
MNS0224,0,0,1,0,0,0.25,0,0,1,0,0,0.25,0,0,0.75,0,0,0.25,0,0,2.5,0,0,1,MNS0224,0,0,1,0,0,0.25,0,0,0.75,0,0,0.25,0,0,0.75,0,0,0.25,0,0,2.5,0,0,1,MNS0224,0,0,4,0,0,0.25,0,0,3.5,0,0,0.25,0,0,3,0,0,0.25,0,0,6.5,0,0,2.25,MNS0224,5,1,0,1,0,0,4,0,1,1,0,0,2,1,1,1,0,0,4,1,1,1,0,0,MNS0224,5,1,0,1,0,0,3,0,0.25,1,0,0,3,0,1,1,0,0,4,1,1,1,0,0
WVB0539,0,0,0,0,0,0,0,0,2,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,WVB0539,0,0,0,0,0,0,0,0,2,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,WVB0539,0,0,0,0,0,0,0,0,6.75,0,0,1,0,0,7,0,0,1,0,0,0,0,0,0,WVB0539,0,0,0,0,0,0,1,0,1.25,1,0,0,0,0.5,1.25,0,0.5,1,0,0,0,0,0,0,WVB0539,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0.25,1,0,0,0,0,1,0,0,1
SSG0250,0,0,0,0,0,0,0,0,2,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,SSG0250,0,0,0,0,0,0,0,0,1.5,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,SSG0250,0,0,0,0,0,0,0,0,6.5,0,0,1,0,0,7.5,0,0,1,0,0,0,0,0,0,SSG0250,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0.5,1,0,0,0,0,1,0,0,1,SSG0250,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0,1,1
MLM0950,0,0,0,0,0,0,4,4,4,1,1,1,4,4,4,1,1,1,1,1,1,1,1,1,MLM0950,0,0,0,0,0,0,4,4,4,1,1,1,4,4,4,1,1,1,1,1,1,1,1,1,MLM0950,0,0,0,0,0,0,13,13,13,1,1,1,15,15,15,2,2,2,2,2,2,2,2,2,MLM0950,1,1,1,1,1,1,3,2,1,1,0,0,2,2,1,1,1,0,1,1,1,1,1,1,MLM0950,1,1,1,1,1,1,1,1,0,1,1,0,2,1,1,1,0,0,1,0,0,1,0,0
HPH0075,0,0,0,0,0,0,8,8,5,3,3,2,9,9,6.5,4,4,3,0,0,0,0,0,0,HPH0075,0,0,0,0,0,0,8,8,5,3,3,2,9,9,6.5,4,4,3,0,0,0,0,0,0,HPH0075,0,0,0,0,0,0,26,26,7,7,7,3,27,27,8,17,17,8,0,0,0,0,0,0,HPH0075,0,0,0,0,0,0,2,0,0.5,1,0,0,1,0,0.5,1,0,0,0,0,0,0,0,0,HPH0075,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0.5,1,0,0,0,0,1,0,0,0.5
VMJ0546,0,0,0,0,0,0,3,3,1,1,1,0,5,5,3,1,1,0,0,0,0,0,0,0,VMJ0546,0,0,0,0,0,0,3,3,1,1,1,0,5,5,3,1,1,0,1,1,1,1,1,1,VMJ0546,0,0,0,0,0,0,19,19,11.25,2,2,1,17,17,9,8,8,6.25,5,5,5,3,3,3,VMJ0546,0,0,0.75,0,0,0.75,2,0,1,1,0,0,1,0,1,1,0,0,0,0,0.75,0,0,0.75,VMJ0546,0,0,0.75,0,0,0.75,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0.75,1,0,0
LEM0605,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,LEM0605,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,LEM0605,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,LEM0605,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,LEM0605,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0
BEC0505,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,BEC0505,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,BEC0505,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,BEC0505,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,BEC0505,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0
OLF0504,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,OLF0504,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,OLF0504,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,OLF0504,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,OLF0504,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0
KVS0425,0,0,0,0,0,0,0,0,1.5,0,0,1,0,0,1.5,0,0,0.5,0,0,0,0,0,0,KVS0425,0,0,0,0,0,0,0,0,1.5,0,0,1,0,0,1.5,0,0,0.5,0,0,0,0,0,0,KVS0425,0,0,0,0,0,0,0,0,3.5,0,0,0.5,0,0,4,0,0,0.5,0,0,0,0,0,0,KVS0425,0,0,0,0,0,0,1,0,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KVS0425,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0
AJR0319,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,AJR0319,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,AJR0319,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,AJR0319,0,0,0,0,0,0,2,1,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,AJR0319,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0
NSS0876,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NSS0876,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NSS0876,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NSS0876,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,NSS0876,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0
